XDATE;FDAX
199710081517;4351.50
199710081518;4352.67
199710081519;4351.60
199710081520;4348.85
199710081521;4348.49
199710081522;4347.53
199710081523;4348.58
199710081524;4349.97
199710081525;4348.39
199710081526;4349.44
199710081527;4350.76
199710081528;4350.43
199710081529;4351.26
199710081530;4351.27
199710081531;4353.03
199710081532;4352.59
199710081533;4350.32
199710081534;4350.78
199710081535;4349.03
199710081536;4345.13
199710081537;4346.84
199710081538;4346.83
199710081539;4348.57
199710081540;4350.48
199710081541;4350.51
199710081542;4350.44
199710081543;4351.43
199710081544;4348.48
199710081545;4345.68
199710081546;4345.79
199710081547;4342.17
199710081548;4339.93
199710081549;4340.34
199710081550;4341.67
199710081551;4338.34
199710081552;4338.36
199710081553;4337.09
199710081554;4341.04
199710081555;4341.73
199710081556;4344.57
199710081557;4346.03
199710081558;4343.48
199710081559;4344.53
199710081600;4338.53
199710081601;4331.27
199710081602;4328.98
199710081603;4323.77
199710081604;4313.58
199710081605;4296.99
199710081606;4297.20
199710081607;4287.03
199710081608;4288.09
199710081609;4295.13
199710081610;4295.40
199710081611;4302.11
199710081612;4305.20
199710081613;4307.54
199710081614;4312.79
199710081615;4313.54
199710081616;4310.16
199710081617;4309.34
199710081618;4308.41
199710081619;4304.86
199710081620;4308.81
199710081621;4306.24
199710081622;4305.75
199710081623;4304.08
199710081624;4305.26
199710081625;4308.30
199710081626;4313.07
199710081627;4313.52
199710081628;4303.60
199710081629;4299.65
199710081630;4294.71
199710081631;4292.89
199710081632;4294.60
199710081633;4295.88
199710081634;4293.41
199710081635;4291.39
199710081636;4291.24
199710081637;4287.12
199710081638;4284.15
199710081639;4284.11
199710081640;4279.77
199710081641;4276.57
199710081642;4278.69
199710081643;4272.71
199710081644;4269.13
199710081645;4269.08
199710081646;4269.92
199710081647;4274.81
199710081648;4278.64
199710081649;4279.86
199710081650;4280.21
199710081651;4281.75
199710081652;4280.46
199710081653;4280.99
199710081654;4280.46
199710081655;4285.30
199710081656;4288.70
199710081657;4288.49
199710081658;4288.24
199710081659;4284.85
199710090834;4271.00
199710090835;4271.10
199710090836;4275.14
199710090837;4270.67
199710090838;4269.56
199710090839;4267.53
199710090840;4270.13
199710090841;4273.32
199710090842;4275.48
199710090843;4273.11
199710090844;4270.31
199710090845;4265.74
199710090846;4261.77
199710090847;4260.12
199710090848;4258.51
199710090849;4259.62
199710090850;4261.54
199710090851;4257.33
199710090852;4258.82
199710090853;4255.72
199710090854;4257.73
199710090855;4261.68
199710090856;4264.74
199710090857;4267.66
199710090858;4269.51
199710090859;4270.45
199710090900;4273.70
199710090901;4277.16
199710090902;4275.86
199710090903;4274.00
199710090904;4274.58
199710090905;4274.98
199710090906;4277.00
199710090907;4274.57
199710090908;4276.05
199710090909;4277.69
199710090910;4274.12
199710090911;4270.88
199710090912;4268.08
199710090913;4266.98
199710090914;4263.48
199710090915;4266.16
199710090916;4266.67
199710090917;4267.75
199710090918;4267.31
199710090919;4268.88
199710090920;4268.30
199710090921;4265.84
199710090922;4266.50
199710090923;4270.15
199710090924;4272.75
199710090925;4270.00
199710090926;4270.67
199710090927;4270.52
199710090928;4272.00
199710090929;4273.17
199710090930;4273.61
199710090931;4274.10
199710090932;4274.22
199710090933;4274.15
199710090934;4272.20
199710090935;4269.66
199710090936;4267.59
199710090937;4270.33
199710090938;4269.82
199710090939;4267.36
199710090940;4268.46
199710090941;4266.47
199710090942;4268.00
199710090943;4269.00
199710090944;4269.33
199710090945;4271.32
199710090946;4271.00
199710090947;4271.10
199710090948;4269.71
199710090949;4268.44
199710090950;4266.79
199710090951;4267.07
199710090952;4265.04
199710090953;4263.55
199710090954;4264.29
199710090955;4262.09
199710090956;4263.78
199710090957;4265.84
199710090958;4267.78
199710090959;4269.88
199710091000;4269.95
199710091001;4270.71
199710091002;4270.55
199710091003;4269.47
199710091004;4270.55
199710091005;4269.33
199710091006;4269.36
199710091007;4268.50
199710091008;4267.75
199710091009;4265.77
199710091010;4267.39
199710091011;4267.58
199710091012;4264.33
199710091013;4263.14
199710091014;4265.00
199710091015;4261.26
199710091016;4259.08
199710091017;4258.71
199710091018;4257.13
199710091019;4257.55
199710091020;4258.06
199710091021;4257.42
199710091022;4259.46
199710091023;4258.29
199710091024;4255.62
199710091025;4253.99
199710091026;4254.08
199710091027;4255.82
199710091028;4256.41
199710091029;4259.74
199710091030;4263.18
199710091031;4266.81
199710091032;4271.29
199710091033;4271.19
199710091034;4269.67
199710091035;4270.06
199710091036;4270.93
199710091037;4269.60
199710091038;4268.50
199710091039;4269.75
199710091040;4270.06
199710091041;4271.15
199710091042;4270.89
199710091043;4270.64
199710091044;4269.07
199710091045;4269.02
199710091046;4268.04
199710091047;4267.27
199710091048;4268.00
199710091049;4267.58
199710091050;4268.23
199710091051;4268.06
199710091052;4267.44
199710091053;4267.50
199710091054;4268.69
199710091055;4270.00
199710091056;4269.22
199710091057;4269.75
199710091058;4271.80
199710091059;4273.00
199710091100;4273.42
199710091101;4272.72
199710091102;4273.84
199710091103;4274.02
199710091104;4273.65
199710091105;4273.47
199710091106;4274.17
199710091107;4275.05
199710091108;4276.38
199710091109;4277.55
199710091110;4277.27
199710091111;4279.63
199710091112;4281.43
199710091113;4283.94
199710091114;4281.61
199710091115;4281.47
199710091116;4279.77
199710091117;4282.24
199710091118;4286.31
199710091119;4286.90
199710091120;4285.89
199710091121;4289.23
199710091122;4289.64
199710091123;4287.92
199710091124;4287.25
199710091125;4286.77
199710091126;4288.03
199710091127;4287.55
199710091128;4289.17
199710091129;4288.24
199710091130;4289.53
199710091131;4288.12
199710091132;4285.54
199710091133;4284.07
199710091134;4283.93
199710091135;4284.20
199710091136;4285.62
199710091137;4286.75
199710091138;4287.00
199710091139;4285.33
199710091140;4282.70
199710091141;4279.86
199710091142;4279.83
199710091143;4281.93
199710091144;4282.75
199710091145;4282.80
199710091146;4283.08
199710091147;4283.55
199710091148;4283.77
199710091149;4283.25
199710091150;4282.91
199710091151;4280.79
199710091152;4281.75
199710091153;4283.20
199710091154;4284.67
199710091155;4282.50
199710091156;4281.26
199710091157;4281.00
199710091158;4283.67
199710091159;4285.90
199710091200;4286.46
199710091201;4283.25
199710091202;4282.85
199710091203;4284.00
199710091204;4282.41
199710091205;4284.88
199710091206;4285.08
199710091207;4287.00
199710091208;4287.50
199710091209;4287.27
199710091210;4285.80
199710091211;4283.94
199710091212;4284.90
199710091213;4284.95
199710091214;4284.40
199710091215;4284.50
199710091216;4285.00
199710091217;4285.00
199710091218;4285.00
199710091219;4285.00
199710091220;4287.92
199710091221;4288.50
199710091222;4291.68
199710091223;4291.75
199710091224;4291.32
199710091225;4290.28
199710091226;4292.84
199710091227;4292.35
199710091228;4293.98
199710091229;4291.35
199710091230;4291.08
199710091231;4291.67
199710091232;4291.90
199710091233;4290.27
199710091234;4288.58
199710091235;4287.23
199710091236;4286.12
199710091238;4287.50
199710091239;4291.06
199710091240;4290.25
199710091241;4289.58
199710091242;4292.32
199710091243;4294.91
199710091244;4293.64
199710091245;4292.77
199710091246;4292.10
199710091247;4294.14
199710091248;4293.46
199710091249;4294.57
199710091250;4295.14
199710091251;4296.06
199710091252;4296.92
199710091253;4299.78
199710091254;4300.96
199710091255;4299.81
199710091256;4299.00
199710091257;4298.85
199710091258;4299.64
199710091259;4299.61
199710091300;4300.22
199710091301;4301.24
199710091302;4301.43
199710091303;4302.02
199710091304;4302.14
199710091305;4303.42
199710091306;4304.50
199710091307;4305.82
199710091308;4306.94
199710091309;4306.25
199710091310;4305.00
199710091311;4303.27
199710091312;4302.90
199710091313;4303.75
199710091314;4304.44
199710091315;4305.50
199710091316;4303.46
199710091317;4301.53
199710091318;4302.00
199710091319;4296.48
199710091320;4293.90
199710091321;4295.00
199710091322;4296.22
199710091323;4295.88
199710091324;4288.12
199710091325;4286.93
199710091326;4290.67
199710091327;4289.25
199710091328;4288.48
199710091329;4289.83
199710091330;4270.83
199710091331;4264.69
199710091332;4255.41
199710091333;4245.20
199710091334;4234.65
199710091335;4227.37
199710091336;4229.38
199710091337;4238.88
199710091338;4237.42
199710091339;4236.83
199710091340;4231.94
199710091341;4231.42
199710091342;4226.02
199710091343;4226.14
199710091344;4224.83
199710091345;4224.74
199710091346;4227.24
199710091347;4221.95
199710091348;4221.06
199710091349;4224.50
199710091350;4218.63
199710091351;4216.70
199710091352;4215.93
199710091353;4217.66
199710091354;4220.88
199710091355;4218.54
199710091356;4220.38
199710091357;4222.36
199710091358;4222.33
199710091359;4222.18
199710091400;4224.34
199710091401;4223.58
199710091402;4226.64
199710091403;4224.91
199710091404;4221.85
199710091405;4225.50
199710091406;4224.35
199710091407;4225.81
199710091408;4229.22
199710091409;4232.72
199710091410;4223.79
199710091411;4220.25
199710091412;4222.67
199710091413;4225.88
199710091414;4228.75
199710091415;4229.00
199710091416;4226.93
199710091417;4225.76
199710091418;4223.94
199710091419;4226.41
199710091420;4228.47
199710091421;4223.91
199710091422;4224.44
199710091423;4220.18
199710091424;4219.49
199710091425;4223.87
199710091426;4222.30
199710091427;4219.82
199710091428;4219.20
199710091429;4217.07
199710091430;4217.19
199710091431;4214.41
199710091432;4217.51
199710091433;4210.85
199710091434;4211.41
199710091435;4214.35
199710091436;4213.29
199710091437;4211.12
199710091438;4211.13
199710091439;4209.52
199710091440;4208.90
199710091441;4210.72
199710091442;4215.30
199710091443;4216.28
199710091444;4217.81
199710091445;4214.59
199710091446;4219.36
199710091447;4215.23
199710091448;4217.71
199710091449;4216.67
199710091450;4215.09
199710091451;4215.06
199710091452;4211.48
199710091453;4214.00
199710091454;4215.14
199710091455;4217.77
199710091456;4219.09
199710091457;4219.00
199710091458;4218.28
199710091459;4215.15
199710091500;4217.38
199710091501;4213.45
199710091502;4210.61
199710091503;4210.89
199710091504;4212.69
199710091505;4209.23
199710091506;4213.26
199710091507;4215.62
199710091508;4216.76
199710091509;4207.76
199710091510;4208.43
199710091511;4206.08
199710091512;4208.79
199710091513;4206.86
199710091514;4205.24
199710091515;4205.03
199710091516;4203.65
199710091517;4196.99
199710091518;4188.14
199710091519;4182.23
199710091520;4176.62
199710091521;4171.00
199710091522;4175.40
199710091523;4179.72
199710091524;4181.02
199710091525;4181.12
199710091526;4177.74
199710091527;4179.81
199710091528;4181.46
199710091529;4184.99
199710091530;4183.63
199710091531;4188.84
199710091532;4181.87
199710091533;4180.28
199710091534;4177.81
199710091535;4179.19
199710091536;4179.56
199710091537;4179.88
199710091538;4181.29
199710091539;4176.02
199710091540;4170.54
199710091541;4165.35
199710091542;4158.98
199710091543;4158.76
199710091544;4158.11
199710091545;4156.23
199710091546;4156.17
199710091547;4158.95
199710091548;4161.27
199710091549;4164.36
199710091550;4165.76
199710091551;4164.53
199710091552;4171.48
199710091553;4177.24
199710091554;4179.58
199710091555;4179.65
199710091556;4182.23
199710091557;4180.99
199710091558;4180.03
199710091559;4181.43
199710091600;4175.96
199710091601;4177.56
199710091602;4184.39
199710091603;4183.98
199710091604;4181.85
199710091605;4189.79
199710091606;4194.64
199710091607;4198.50
199710091608;4198.53
199710091609;4198.78
199710091610;4193.43
199710091611;4190.48
199710091612;4190.35
199710091613;4190.46
199710091614;4193.61
199710091615;4192.64
199710091616;4190.69
199710091617;4194.53
199710091618;4186.04
199710091619;4187.34
199710091620;4188.27
199710091621;4190.39
199710091622;4186.65
199710091623;4186.92
199710091624;4188.78
199710091625;4191.37
199710091626;4189.07
199710091627;4191.17
199710091628;4194.24
199710091629;4195.19
199710091630;4198.95
199710091631;4203.20
199710091632;4206.34
199710091633;4208.91
199710091634;4208.07
199710091635;4206.84
199710091636;4207.85
199710091637;4209.73
199710091638;4211.01
199710091639;4208.86
199710091640;4206.97
199710091641;4206.84
199710091642;4206.80
199710091643;4212.26
199710091644;4212.77
199710091645;4210.85
199710091646;4210.35
199710091647;4209.26
199710091648;4212.82
199710091649;4213.21
199710091650;4213.08
199710091651;4211.15
199710091652;4213.29
199710091653;4210.36
199710091654;4205.54
199710091655;4203.31
199710091656;4199.28
199710091657;4195.63
199710091658;4195.84
199710091659;4195.65
199710100837;4213.18
199710100838;4205.21
199710100839;4208.60
199710100840;4212.67
199710100841;4214.94
199710100842;4214.54
199710100843;4212.34
199710100844;4210.02
199710100845;4209.86
199710100846;4211.40
199710100847;4212.08
199710100848;4209.61
199710100849;4211.48
199710100850;4210.66
199710100851;4208.57
199710100852;4207.71
199710100853;4210.67
199710100854;4205.47
199710100855;4205.33
199710100856;4208.92
199710100857;4211.18
199710100858;4215.44
199710100859;4219.85
199710100900;4221.74
199710100901;4220.10
199710100902;4223.80
199710100903;4219.51
199710100904;4219.11
199710100905;4219.78
199710100906;4223.62
199710100907;4221.44
199710100908;4221.25
199710100909;4220.64
199710100910;4220.10
199710100911;4220.25
199710100912;4220.07
199710100913;4220.90
199710100914;4223.00
199710100915;4223.02
199710100916;4222.42
199710100917;4224.17
199710100918;4227.44
199710100919;4230.24
199710100920;4228.20
199710100921;4226.08
199710100922;4226.88
199710100923;4226.14
199710100924;4226.12
199710100925;4225.70
199710100926;4225.50
199710100927;4224.78
199710100928;4224.16
199710100929;4224.06
199710100930;4222.77
199710100931;4222.71
199710100932;4220.58
199710100933;4220.46
199710100934;4221.00
199710100935;4220.70
199710100936;4219.21
199710100937;4217.97
199710100938;4220.55
199710100939;4223.05
199710100940;4220.16
199710100941;4218.14
199710100942;4215.79
199710100943;4214.80
199710100944;4211.51
199710100945;4209.01
199710100946;4210.63
199710100947;4213.79
199710100948;4214.48
199710100949;4213.15
199710100950;4211.46
199710100951;4212.07
199710100952;4208.97
199710100953;4209.88
199710100954;4209.96
199710100955;4197.93
199710100956;4191.61
199710100957;4190.50
199710100958;4183.91
199710100959;4181.94
199710101000;4179.76
199710101001;4181.54
199710101002;4177.69
199710101003;4182.34
199710101004;4180.77
199710101005;4183.68
199710101006;4181.89
199710101007;4181.00
199710101008;4179.20
199710101009;4175.29
199710101010;4175.25
199710101011;4175.93
199710101012;4170.55
199710101013;4185.93
199710101014;4184.74
199710101015;4179.20
199710101016;4181.10
199710101017;4181.95
199710101018;4179.53
199710101019;4177.26
199710101020;4175.27
199710101021;4175.52
199710101022;4178.68
199710101023;4181.41
199710101024;4179.14
199710101025;4181.47
199710101026;4181.55
199710101027;4181.62
199710101028;4180.34
199710101029;4179.93
199710101030;4176.40
199710101031;4178.67
199710101032;4175.79
199710101033;4181.33
199710101034;4181.59
199710101035;4182.85
199710101036;4182.33
199710101037;4183.62
199710101038;4184.00
199710101039;4184.93
199710101040;4186.50
199710101041;4187.71
199710101042;4186.52
199710101043;4184.27
199710101044;4186.02
199710101045;4190.58
199710101046;4192.88
199710101047;4189.55
199710101048;4185.18
199710101049;4182.69
199710101050;4184.80
199710101051;4181.80
199710101052;4184.75
199710101053;4186.12
199710101054;4183.94
199710101055;4187.20
199710101056;4190.93
199710101057;4190.44
199710101058;4189.57
199710101059;4189.31
199710101100;4190.18
199710101101;4188.40
199710101102;4187.36
199710101103;4189.00
199710101104;4188.79
199710101105;4190.66
199710101106;4193.52
199710101107;4197.07
199710101108;4195.28
199710101109;4195.00
199710101110;4195.98
199710101111;4196.75
199710101112;4196.31
199710101113;4195.79
199710101114;4193.88
199710101115;4190.70
199710101116;4189.14
199710101117;4189.14
199710101118;4190.60
199710101119;4191.36
199710101120;4191.53
199710101121;4192.70
199710101122;4191.37
199710101123;4193.50
199710101124;4194.77
199710101125;4191.50
199710101126;4192.00
199710101127;4192.92
199710101128;4192.22
199710101129;4193.50
199710101130;4192.00
199710101131;4192.00
199710101132;4192.00
199710101133;4192.50
199710101134;4191.57
199710101135;4193.32
199710101136;4195.25
199710101137;4195.10
199710101138;4193.45
199710101139;4192.50
199710101140;4192.01
199710101141;4193.21
199710101142;4193.20
199710101143;4193.90
199710101144;4194.33
199710101145;4195.21
199710101146;4194.67
199710101147;4194.60
199710101148;4195.81
199710101149;4196.14
199710101150;4199.49
199710101151;4201.83
199710101152;4205.95
199710101153;4205.52
199710101154;4208.15
199710101155;4211.40
199710101156;4213.58
199710101157;4216.54
199710101158;4215.41
199710101159;4211.40
199710101200;4210.48
199710101201;4211.50
199710101202;4213.46
199710101203;4217.58
199710101204;4219.65
199710101205;4219.73
199710101206;4217.05
199710101207;4215.19
199710101208;4218.61
199710101209;4217.79
199710101210;4219.56
199710101211;4220.98
199710101212;4221.27
199710101213;4220.79
199710101214;4219.53
199710101215;4216.50
199710101216;4218.92
199710101217;4219.88
199710101218;4221.62
199710101219;4220.54
199710101220;4219.77
199710101221;4216.50
199710101222;4216.60
199710101223;4214.94
199710101224;4216.83
199710101225;4217.33
199710101226;4213.29
199710101227;4213.42
199710101228;4213.50
199710101229;4212.43
199710101230;4212.79
199710101231;4215.95
199710101232;4213.16
199710101233;4213.50
199710101234;4211.01
199710101235;4213.70
199710101236;4216.31
199710101237;4215.18
199710101238;4217.16
199710101239;4218.60
199710101240;4219.20
199710101241;4220.33
199710101242;4219.60
199710101243;4217.96
199710101244;4219.42
199710101245;4219.12
199710101246;4220.54
199710101247;4221.58
199710101248;4221.20
199710101249;4222.96
199710101250;4223.27
199710101251;4221.00
199710101252;4220.00
199710101253;4219.91
199710101254;4221.20
199710101255;4220.33
199710101257;4221.82
199710101258;4222.77
199710101259;4223.89
199710101300;4223.00
199710101301;4222.88
199710101302;4222.50
199710101303;4222.33
199710101304;4223.62
199710101305;4223.31
199710101306;4223.07
199710101307;4222.33
199710101308;4221.33
199710101310;4222.27
199710101311;4221.88
199710101312;4220.68
199710101313;4220.21
199710101314;4219.36
199710101315;4219.33
199710101316;4218.00
199710101317;4215.29
199710101318;4215.31
199710101319;4214.94
199710101320;4213.50
199710101321;4214.75
199710101322;4212.93
199710101323;4213.41
199710101324;4215.14
199710101325;4213.75
199710101326;4214.06
199710101327;4212.94
199710101330;4213.67
199710101331;4209.11
199710101332;4204.38
199710101333;4204.94
199710101334;4203.78
199710101335;4204.92
199710101336;4203.47
199710101337;4201.13
199710101338;4200.77
199710101339;4199.54
199710101340;4199.94
199710101341;4202.06
199710101342;4203.96
199710101343;4205.50
199710101344;4207.93
199710101345;4206.81
199710101346;4206.93
199710101347;4211.12
199710101348;4212.39
199710101349;4213.07
199710101350;4213.75
199710101351;4211.55
199710101353;4210.38
199710101354;4207.25
199710101355;4211.39
199710101357;4209.00
199710101358;4208.00
199710101359;4205.95
199710101400;4204.57
199710101401;4203.39
199710101402;4202.64
199710101403;4204.33
199710101404;4205.89
199710101405;4206.00
199710101406;4204.91
199710101407;4205.40
199710101408;4207.09
199710101409;4209.97
199710101410;4210.98
199710101412;4212.79
199710101413;4215.96
199710101414;4219.18
199710101415;4219.10
199710101416;4218.62
199710101417;4219.64
199710101418;4218.00
199710101419;4217.50
199710101420;4218.31
199710101421;4216.73
199710101422;4215.45
199710101423;4217.71
199710101424;4221.21
199710101425;4219.68
199710101426;4219.57
199710101427;4218.73
199710101428;4216.43
199710101429;4216.33
199710101430;4177.39
199710101431;4159.26
199710101432;4166.58
199710101433;4165.72
199710101434;4162.38
199710101435;4163.13
199710101436;4168.45
199710101437;4175.63
199710101438;4184.59
199710101439;4187.81
199710101440;4179.44
199710101441;4180.64
199710101442;4178.91
199710101443;4172.17
199710101444;4171.50
199710101445;4175.54
199710101446;4179.28
199710101447;4183.36
199710101448;4191.17
199710101449;4187.38
199710101450;4179.67
199710101451;4189.27
199710101452;4183.64
199710101453;4174.72
199710101454;4176.27
199710101455;4178.64
199710101456;4167.58
199710101457;4161.18
199710101458;4158.00
199710101459;4162.66
199710101500;4168.63
199710101501;4174.65
199710101502;4172.39
199710101503;4168.72
199710101504;4165.28
199710101505;4171.40
199710101506;4173.26
199710101507;4171.65
199710101508;4173.90
199710101509;4172.51
199710101510;4167.24
199710101511;4169.58
199710101512;4173.99
199710101513;4172.57
199710101514;4175.05
199710101515;4169.57
199710101516;4173.29
199710101517;4175.86
199710101518;4177.81
199710101519;4176.44
199710101520;4179.47
199710101521;4178.00
199710101522;4180.84
199710101523;4173.60
199710101524;4172.27
199710101525;4174.38
199710101526;4176.72
199710101527;4175.44
199710101528;4179.32
199710101529;4181.28
199710101530;4184.08
199710101531;4183.03
199710101532;4174.42
199710101533;4171.77
199710101534;4173.81
199710101535;4168.63
199710101536;4170.06
199710101537;4174.17
199710101538;4173.16
199710101539;4168.24
199710101540;4170.98
199710101541;4173.39
199710101542;4174.45
199710101543;4180.54
199710101544;4178.26
199710101545;4177.65
199710101546;4172.71
199710101547;4176.77
199710101548;4178.50
199710101549;4175.78
199710101550;4178.94
199710101551;4183.91
199710101552;4186.24
199710101553;4182.16
199710101554;4180.11
199710101555;4180.76
199710101556;4178.86
199710101557;4177.78
199710101558;4175.91
199710101559;4180.21
199710101600;4182.23
199710101601;4185.07
199710101602;4189.30
199710101603;4188.54
199710101604;4191.27
199710101605;4191.50
199710101606;4191.36
199710101607;4189.55
199710101608;4181.49
199710101609;4178.65
199710101610;4182.32
199710101611;4185.35
199710101612;4184.00
199710101613;4187.11
199710101614;4181.34
199710101615;4185.17
199710101616;4183.96
199710101617;4187.83
199710101618;4190.05
199710101619;4190.17
199710101620;4185.48
199710101621;4185.71
199710101622;4183.63
199710101623;4185.07
199710101624;4182.16
199710101625;4180.34
199710101626;4180.20
199710101627;4176.18
199710101628;4173.98
199710101629;4175.46
199710101630;4175.94
199710101631;4177.54
199710101632;4177.02
199710101633;4179.59
199710101634;4181.22
199710101635;4186.68
199710101636;4184.98
199710101637;4182.89
199710101638;4188.16
199710101639;4187.54
199710101640;4189.32
199710101641;4189.00
199710101642;4186.01
199710101643;4180.39
199710101644;4183.63
199710101645;4181.43
199710101646;4180.74
199710101647;4179.04
199710101648;4181.83
199710101649;4184.50
199710101650;4183.40
199710101651;4182.00
199710101652;4181.57
199710101653;4182.38
199710101654;4183.95
199710101655;4184.61
199710101656;4184.58
199710101657;4185.38
199710101658;4184.41
199710101659;4184.96
199710130835;4211.67
199710130836;4213.54
199710130837;4214.31
199710130838;4215.18
199710130839;4211.53
199710130840;4208.38
199710130841;4209.85
199710130842;4213.27
199710130843;4216.25
199710130844;4215.12
199710130845;4213.86
199710130846;4215.32
199710130847;4216.44
199710130848;4217.67
199710130849;4217.00
199710130850;4217.83
199710130851;4219.86
199710130852;4222.47
199710130853;4222.10
199710130854;4221.44
199710130855;4222.42
199710130856;4222.23
199710130857;4223.31
199710130858;4228.36
199710130859;4235.11
199710130900;4234.20
199710130901;4239.34
199710130902;4239.00
199710130903;4236.70
199710130904;4235.33
199710130905;4234.87
199710130906;4234.42
199710130907;4237.78
199710130908;4238.45
199710130909;4240.19
199710130910;4239.59
199710130911;4237.81
199710130912;4238.92
199710130913;4239.25
199710130914;4239.40
199710130915;4239.48
199710130916;4240.51
199710130917;4242.34
199710130918;4242.46
199710130919;4242.93
199710130920;4244.90
199710130921;4245.22
199710130922;4241.56
199710130923;4240.27
199710130924;4240.59
199710130925;4238.85
199710130926;4240.89
199710130927;4241.33
199710130928;4241.00
199710130929;4242.98
199710130930;4243.00
199710130931;4240.94
199710130932;4238.35
199710130933;4237.15
199710130934;4236.88
199710130935;4237.93
199710130936;4241.31
199710130937;4240.80
199710130938;4242.28
199710130939;4240.19
199710130940;4237.58
199710130941;4237.71
199710130943;4238.30
199710130944;4238.70
199710130945;4239.89
199710130946;4240.22
199710130947;4238.17
199710130948;4237.74
199710130949;4238.55
199710130950;4239.94
199710130951;4237.17
199710130952;4239.86
199710130953;4241.82
199710130954;4240.25
199710130955;4240.67
199710130956;4239.71
199710130957;4238.29
199710130958;4237.03
199710130959;4238.73
199710131000;4243.37
199710131001;4245.48
199710131002;4243.72
199710131003;4245.45
199710131004;4248.40
199710131005;4248.75
199710131006;4249.77
199710131007;4251.02
199710131008;4250.50
199710131009;4249.48
199710131010;4249.81
199710131011;4250.74
199710131012;4253.53
199710131013;4251.62
199710131014;4251.18
199710131015;4251.40
199710131016;4250.12
199710131017;4249.57
199710131018;4250.00
199710131019;4248.59
199710131020;4247.09
199710131021;4247.21
199710131022;4248.20
199710131023;4248.07
199710131024;4250.16
199710131025;4249.62
199710131026;4249.00
199710131027;4248.00
199710131028;4246.76
199710131029;4245.64
199710131030;4248.00
199710131031;4249.88
199710131032;4251.41
199710131033;4253.30
199710131034;4256.80
199710131035;4257.07
199710131036;4259.54
199710131037;4260.43
199710131038;4259.16
199710131039;4259.36
199710131040;4258.38
199710131041;4258.20
199710131042;4258.25
199710131043;4259.00
199710131044;4258.04
199710131045;4257.00
199710131046;4255.08
199710131047;4255.50
199710131048;4256.40
199710131049;4256.30
199710131050;4255.75
199710131051;4254.90
199710131052;4255.05
199710131053;4258.36
199710131054;4257.74
199710131055;4256.36
199710131056;4258.86
199710131057;4256.59
199710131058;4256.99
199710131059;4255.40
199710131100;4255.29
199710131101;4256.30
199710131102;4253.27
199710131103;4252.10
199710131104;4251.22
199710131105;4251.29
199710131106;4251.01
199710131107;4251.12
199710131108;4252.50
199710131109;4252.10
199710131110;4252.90
199710131112;4252.21
199710131113;4253.00
199710131114;4251.57
199710131115;4250.75
199710131116;4250.10
199710131117;4251.40
199710131118;4251.77
199710131119;4250.12
199710131120;4250.42
199710131121;4250.93
199710131122;4249.95
199710131123;4249.13
199710131124;4248.79
199710131125;4249.95
199710131126;4249.01
199710131127;4247.85
199710131128;4248.83
199710131129;4248.67
199710131130;4247.00
199710131131;4247.06
199710131132;4248.04
199710131133;4248.06
199710131134;4247.96
199710131135;4248.22
199710131136;4244.60
199710131137;4246.42
199710131138;4245.41
199710131139;4245.09
199710131140;4246.12
199710131141;4247.88
199710131142;4249.21
199710131143;4251.21
199710131144;4250.50
199710131145;4250.95
199710131146;4252.68
199710131147;4252.34
199710131148;4253.70
199710131149;4253.43
199710131150;4253.60
199710131151;4252.00
199710131152;4251.80
199710131153;4250.67
199710131154;4251.00
199710131155;4250.02
199710131156;4249.91
199710131157;4250.20
199710131159;4251.52
199710131200;4252.50
199710131201;4253.38
199710131202;4253.56
199710131203;4253.90
199710131204;4253.43
199710131205;4253.00
199710131206;4253.50
199710131207;4252.18
199710131208;4250.90
199710131209;4250.46
199710131210;4250.00
199710131211;4250.75
199710131213;4249.92
199710131214;4250.00
199710131215;4251.00
199710131216;4254.38
199710131217;4255.66
199710131218;4254.71
199710131219;4255.27
199710131220;4254.50
199710131221;4254.83
199710131222;4253.80
199710131223;4256.69
199710131224;4255.25
199710131225;4254.00
199710131226;4252.87
199710131227;4253.17
199710131229;4254.33
199710131230;4254.50
199710131231;4257.11
199710131232;4257.30
199710131233;4256.30
199710131234;4256.20
199710131235;4256.00
199710131236;4256.50
199710131237;4255.09
199710131238;4254.83
199710131239;4254.23
199710131240;4255.67
199710131241;4255.44
199710131242;4255.97
199710131243;4256.81
199710131244;4257.00
199710131245;4255.93
199710131246;4254.17
199710131247;4255.00
199710131248;4253.79
199710131249;4252.66
199710131250;4251.50
199710131251;4251.48
199710131252;4251.18
199710131253;4249.81
199710131254;4250.29
199710131255;4251.25
199710131256;4252.73
199710131257;4252.00
199710131258;4252.00
199710131259;4255.53
199710131300;4253.50
199710131301;4254.17
199710131302;4252.50
199710131303;4253.06
199710131304;4252.38
199710131306;4250.69
199710131307;4250.67
199710131308;4248.00
199710131309;4247.03
199710131310;4247.64
199710131311;4246.80
199710131312;4245.35
199710131313;4246.25
199710131314;4248.37
199710131315;4249.33
199710131316;4249.00
199710131317;4250.83
199710131318;4250.00
199710131319;4250.65
199710131320;4251.93
199710131321;4254.27
199710131322;4254.00
199710131323;4255.75
199710131324;4253.45
199710131325;4251.88
199710131326;4252.29
199710131327;4252.97
199710131328;4251.58
199710131330;4253.58
199710131331;4253.12
199710131332;4253.00
199710131333;4252.41
199710131334;4252.25
199710131335;4253.57
199710131336;4255.42
