%Y-%m-%d-;NYSE
1976-02-09;53.1
1976-02-10;53.56
1976-02-11;53.76
1976-02-12;53.55
1976-02-13;53.27
1976-02-17;52.95
1976-02-18;53.39
1976-02-19;54.26
1976-02-20;54.61
1976-02-23;54.39
1976-02-24;54.62
1976-02-25;54.46
1976-02-26;53.62
1976-02-27;53.35
1976-03-01;53.5
1976-03-02;53.82
1976-03-03;53.51
1976-03-04;52.95
1976-03-05;53.05
1976-03-08;53.61
1976-03-09;53.76
1976-03-10;53.97
1976-03-11;54.43
1976-03-12;53.91
1976-03-15;53.33
1976-03-16;53.9
1976-03-17;53.91
1976-03-18;53.7
1976-03-19;53.76
1976-03-22;53.81
1976-03-23;54.55
1976-03-24;55.15
1976-03-25;54.84
1976-03-26;54.87
1976-03-29;54.64
1976-03-30;54.43
1976-03-31;54.8
1976-04-01;54.54
1976-04-02;54.54
1976-04-05;55.2
1976-04-06;55.13
1976-04-07;54.5
1976-04-08;53.97
1976-04-09;53.41
1976-04-12;53.33
1976-04-13;53.73
1976-04-14;53.35
1976-04-15;53.55
1976-04-19;53.96
1976-04-20;54.76
1976-04-21;55
1976-04-22;54.84
1976-04-23;54.47
1976-04-26;54.54
1976-04-27;54.25
1976-04-28;54.35
1976-04-29;54.34
1976-04-30;54.11
1976-05-03;53.68
1976-05-04;53.97
1976-05-05;53.7
1976-05-06;53.86
1976-05-07;54.26
1976-05-10;54.9
1976-05-11;54.84
1976-05-12;54.74
1976-05-13;54.43
1976-05-14;54.01
1976-05-17;53.84
1976-05-18;53.92
1976-05-19;53.91
1976-05-20;54.31
1976-05-21;53.97
1976-05-24;53.01
1976-05-25;52.98
1976-05-26;52.91
1976-05-27;52.89
1976-05-28;53.31
1976-06-01;53.16
1976-06-02;53.33
1976-06-03;53.28
1976-06-04;52.78
1976-06-07;52.52
1976-06-08;52.62
1976-06-09;52.62
1976-06-10;53.05
1976-06-11;53.73
1976-06-14;54.27
1976-06-15;54.04
1976-06-16;54.36
1976-06-17;55.17
1976-06-18;55.28
1976-06-21;55.53
1976-06-22;55.14
1976-06-23;55.03
1976-06-24;55.35
1976-06-25;55.35
1976-06-28;55.23
1976-06-29;55.46
1976-06-30;55.71
1976-07-01;55.31
1976-07-02;55.57
1976-07-06;55.32
1976-07-07;55.48
1976-07-08;55.56
1976-07-09;56.06
1976-07-12;56.54
1976-07-13;56.43
1976-07-14;56.61
1976-07-15;56.23
1976-07-16;55.94
1976-07-19;55.75
1976-07-20;55.42
1976-07-21;55.5
1976-07-22;55.55
1976-07-23;55.63
1976-07-26;55.62
1976-07-27;55.31
1976-07-28;55.07
1976-07-29;55.02
1976-07-30;55.26
1976-08-02;55.13
1976-08-03;55.61
1976-08-04;55.78
1976-08-05;55.5
1976-08-06;55.46
1976-08-09;55.3
1976-08-10;55.76
1976-08-11;55.59
1976-08-12;55.65
1976-08-13;55.69
1976-08-16;55.79
1976-08-17;55.98
1976-08-18;55.85
1976-08-19;55.22
1976-08-20;54.71
1976-08-23;54.48
1976-08-24;54.15
1976-08-25;54.52
1976-08-26;54.16
1976-08-27;54.23
1976-08-30;54.51
1976-08-31;54.92
1976-09-01;55.5
1976-09-02;55.45
1976-09-03;55.65
1976-09-07;56.03
1976-09-08;56.01
1976-09-09;55.72
1976-09-10;55.86
1976-09-13;55.7
1976-09-14;55.54
1976-09-15;55.67
1976-09-16;56.21
1976-09-17;56.69
1976-09-20;56.74
1976-09-21;57.51
1976-09-22;57.35
1976-09-23;57.08
1976-09-24;57.02
1976-09-27;57.26
1976-09-28;56.59
1976-09-29;56.3
1976-09-30;56.23
1976-10-01;55.7
1976-10-04;55.62
1976-10-05;55.2
1976-10-06;55.04
1976-10-07;55.33
1976-10-08;54.85
1976-10-11;54.32
1976-10-12;53.87
1976-10-13;54.52
1976-10-14;53.88
1976-10-15;53.9
1976-10-18;54.21
1976-10-19;54.18
1976-10-20;54.33
1976-10-21;53.85
1976-10-22;53.42
1976-10-25;53.46
1976-10-26;53.97
1976-10-27;54.32
1976-10-28;54.24
1976-10-29;54.89
1976-11-01;55
1976-11-03;54.38
1976-11-04;54.7
1976-11-05;53.94
1976-11-08;53.29
1976-11-09;53.14
1976-11-10;52.9
1976-11-11;53.29
1976-11-12;53.1
1976-11-15;53.42
1976-11-16;53.52
1976-11-17;53.85
1976-11-18;54.55
1976-11-19;54.61
1976-11-22;54.97
1976-11-23;54.69
1976-11-24;54.96
1976-11-26;55.33
1976-11-29;54.99
1976-11-30;54.8
1976-12-01;55.03
1976-12-02;54.87
1976-12-03;55.2
1976-12-06;55.64
1976-12-07;55.63
1976-12-08;55.93
1976-12-09;56.21
1976-12-10;56.33
1976-12-13;56.35
1976-12-14;56.59
1976-12-15;56.63
1976-12-16;56.45
1976-12-17;56.24
1976-12-20;55.9
1976-12-21;56.17
1976-12-22;56.44
1976-12-23;56.49
1976-12-27;57.11
1976-12-28;57.47
1976-12-29;57.28
1976-12-30;57.56
1976-12-31;57.88
1977-01-03;57.69
1977-01-04;57.07
1977-01-05;56.59
1977-01-06;56.75
1977-01-07;56.79
1977-01-10;56.88
1977-01-11;56.34
1977-01-12;55.95
1977-01-13;56.39
1977-01-14;56.36
1977-01-17;56.23
1977-01-18;56.04
1977-01-19;56.36
1977-01-20;55.93
1977-01-21;56.15
1977-01-24;56.14
1977-01-25;56.14
1977-01-26;55.75
1977-01-27;55.44
1977-01-28;55.49
1977-01-31;55.48
1977-02-01;55.75
1977-02-02;55.68
1977-02-03;55.42
1977-02-04;55.46
1977-02-07;55.48
1977-02-08;55.33
1977-02-09;54.86
1977-02-10;54.89
1977-02-11;54.57
1977-02-14;54.8
1977-02-15;54.95
1977-02-16;55.19
1977-02-17;54.88
1977-02-18;54.68
1977-02-22;54.65
1977-02-23;54.5
1977-02-24;54.17
1977-02-25;54.09
1977-02-28;54.23
1977-03-01;54.68
1977-03-02;54.56
1977-03-03;54.79
1977-03-04;54.98
1977-03-07;55.02
1977-03-08;54.83
1977-03-09;54.42
1977-03-10;54.7
1977-03-11;54.72
1977-03-14;55.1
1977-03-15;55.37
1977-03-16;55.5
1977-03-17;55.45
1977-03-18;55.36
1977-03-21;55.09
1977-03-22;54.93
1977-03-23;54.52
1977-03-24;54.25
1977-03-25;53.92
1977-03-28;53.85
1977-03-29;54.19
1977-03-30;53.61
1977-03-31;53.53
1977-04-01;53.94
1977-04-04;53.45
1977-04-05;53.3
1977-04-06;53.26
1977-04-07;53.46
1977-04-11;53.73
1977-04-12;54.41
1977-04-13;54.45
1977-04-14;54.92
1977-04-15;54.94
1977-04-18;54.7
1977-04-19;54.5
1977-04-20;54.7
1977-04-21;54.34
1977-04-22;53.69
1977-04-25;53
1977-04-26;52.96
1977-04-27;53.42
1977-04-28;53.54
1977-04-29;53.66
1977-05-02;53.93
1977-05-03;54.21
1977-05-04;54.49
1977-05-05;54.6
1977-05-06;54.31
1977-05-09;54.15
1977-05-10;54.3
1977-05-11;53.98
1977-05-12;53.96
1977-05-13;54.13
1977-05-16;54.35
1977-05-17;54.49
1977-05-18;54.77
1977-05-19;54.59
1977-05-20;54.4
1977-05-23;53.73
1977-05-24;53.44
1977-05-25;52.95
1977-05-26;53.05
1977-05-27;52.68
1977-05-31;52.56
1977-06-01;52.97
1977-06-02;52.88
1977-06-03;53.36
1977-06-06;53.12
1977-06-07;53.37
1977-06-08;53.65
1977-06-09;53.62
1977-06-10;53.8
1977-06-13;53.94
1977-06-14;54.52
1977-06-15;54.42
1977-06-16;54.56
1977-06-17;54.64
1977-06-20;54.9
1977-06-21;55.09
1977-06-22;54.99
1977-06-23;55.11
1977-06-24;55.42
1977-06-27;55.34
1977-06-28;54.94
1977-06-29;54.9
1977-06-30;55.1
1977-07-01;54.92
1977-07-05;54.92
1977-07-06;54.67
1977-07-07;54.84
1977-07-08;54.81
1977-07-11;54.65
1977-07-12;54.6
1977-07-13;54.7
1977-07-15;54.99
1977-07-18;55.37
1977-07-19;55.76
1977-07-20;55.73
1977-07-21;55.64
1977-07-22;55.71
1977-07-25;55.29
1977-07-26;54.97
1977-07-27;54.08
1977-07-28;54.13
1977-07-29;54.12
1977-08-01;54.27
1977-08-02;53.93
1977-08-03;53.82
1977-08-04;54.02
1977-08-05;54.04
1977-08-08;53.66
1977-08-09;53.67
1977-08-10;54.09
1977-08-11;53.77
1977-08-12;53.61
1977-08-15;53.73
1977-08-16;53.53
1977-08-17;53.51
1977-08-18;53.48
1977-08-19;53.38
1977-08-22;53.49
1977-08-23;53.42
1977-08-24;53.22
1977-08-25;52.67
1977-08-26;52.6
1977-08-29;53.04
1977-08-30;52.77
1977-08-31;52.93
1977-09-01;52.99
1977-09-02;53.33
1977-09-06;53.44
1977-09-07;53.59
1977-09-08;53.22
1977-09-09;52.74
1977-09-12;52.54
1977-09-13;52.56
1977-09-14;52.79
1977-09-15;52.94
1977-09-16;52.79
1977-09-19;52.48
1977-09-20;52.49
1977-09-21;52.08
1977-09-22;52.08
1977-09-23;52.07
1977-09-26;52.2
1977-09-27;52.12
1977-09-28;52.14
1977-09-29;52.44
1977-09-30;52.81
1977-10-03;52.94
1977-10-04;52.6
1977-10-05;52.43
1977-10-06;52.61
1977-10-07;52.59
1977-10-10;52.5
1977-10-11;52.09
1977-10-12;51.57
1977-10-13;51.22
1977-10-14;51.24
1977-10-17;51.19
1977-10-18;51.19
1977-10-19;50.65
1977-10-20;50.78
1977-10-21;50.61
1977-10-24;50.24
1977-10-25;49.86
1977-10-26;50.41
1977-10-27;50.59
1977-10-28;50.77
1977-10-31;50.65
1977-11-01;50.13
1977-11-02;49.78
1977-11-03;49.8
1977-11-04;50.27
1977-11-07;50.67
1977-11-08;50.78
1977-11-09;51.04
1977-11-10;52.01
1977-11-11;52.7
1977-11-14;52.37
1977-11-15;52.72
1977-11-16;52.53
1977-11-17;52.4
1977-11-18;52.51
1977-11-21;52.49
1977-11-22;52.94
1977-11-23;53.19
1977-11-25;53.33
1977-11-28;53.02
1977-11-29;52.24
1977-11-30;52.36
1977-12-01;52.34
1977-12-02;52.34
1977-12-05;52.12
1977-12-06;51.33
1977-12-07;51.28
1977-12-08;51.37
1977-12-09;51.72
1977-12-12;51.73
1977-12-13;51.69
1977-12-14;51.9
1977-12-15;51.68
1977-12-16;51.61
1977-12-19;51.24
1977-12-20;51.11
1977-12-21;51.41
1977-12-22;51.81
1977-12-23;52.26
1977-12-27;52.25
1977-12-28;52.31
1977-12-29;52.43
1977-12-30;52.5
1978-01-03;51.82
1978-01-04;51.63
1978-01-05;51.25
1978-01-06;50.64
1978-01-09;50.05
1978-01-10;49.77
1978-01-11;49.52
1978-01-12;49.6
1978-01-13;49.57
1978-01-16;49.4
1978-01-17;49.67
1978-01-18;50.04
1978-01-19;49.82
1978-01-20;49.73
1978-01-23;49.38
1978-01-24;49.4
1978-01-25;49.47
1978-01-26;49.07
1978-01-27;49.06
1978-01-30;49.45
1978-01-31;49.41
1978-02-01;49.79
1978-02-02;49.92
1978-02-03;49.72
1978-02-06;49.64
1978-02-07;50.08
1978-02-08;50.35
1978-02-09;50.11
1978-02-10;50.01
1978-02-13;49.9
1978-02-14;49.47
1978-02-15;49.34
1978-02-16;48.94
1978-02-17;48.9
1978-02-21;48.69
1978-02-22;48.69
1978-02-23;48.73
1978-02-24;49.19
1978-02-27;48.81
1978-02-28;48.43
1978-03-01;48.49
1978-03-02;48.6
1978-03-03;48.67
1978-03-06;48.37
1978-03-07;48.62
1978-03-08;48.87
1978-03-09;48.94
1978-03-10;49.48
1978-03-13;49.54
1978-03-14;49.75
1978-03-15;49.65
1978-03-16;49.88
1978-03-17;50.25
1978-03-20;50.57
1978-03-21;50.05
1978-03-22;49.89
1978-03-23;49.86
1978-03-27;49.63
1978-03-28;49.96
1978-03-29;50.07
1978-03-30;49.95
1978-03-31;49.85
1978-04-03;49.44
1978-04-04;49.66
1978-04-05;50.09
1978-04-06;50.19
1978-04-07;50.41
1978-04-10;50.58
1978-04-11;50.47
1978-04-12;50.43
1978-04-13;50.91
1978-04-14;51.94
1978-04-17;52.69
1978-04-18;52.16
1978-04-19;52.35
1978-04-20;52.73
1978-04-21;52.65
1978-04-24;53.36
1978-04-25;53.81
1978-04-26;53.88
1978-04-27;53.4
1978-04-28;53.9
1978-05-01;54.36
1978-05-02;54.18
1978-05-03;53.72
1978-05-04;53.6
1978-05-05;53.97
1978-05-08;53.82
1978-05-09;53.68
1978-05-10;53.72
1978-05-11;54.38
1978-05-12;54.85
1978-05-15;55.18
1978-05-16;55.53
1978-05-17;55.68
1978-05-18;55.2
1978-05-19;54.95
1978-05-22;55.43
1978-05-23;54.9
1978-05-24;54.36
1978-05-25;54.24
1978-05-26;54.14
1978-05-30;54.3
1978-05-31;54.52
1978-06-01;54.59
1978-06-02;55.03
1978-06-05;55.97
1978-06-06;56.19
1978-06-07;56.11
1978-06-08;56.2
1978-06-09;56.08
1978-06-12;55.89
1978-06-13;55.91
1978-06-14;55.88
1978-06-15;55.31
1978-06-16;54.8
1978-06-19;54.76
1978-06-20;54.22
1978-06-21;53.91
1978-06-22;54.07
1978-06-23;53.9
1978-06-26;53.19
1978-06-27;53.35
1978-06-28;53.58
1978-06-29;53.69
1978-06-30;53.66
1978-07-03;53.46
1978-07-05;53
1978-07-06;53
1978-07-07;53.34
1978-07-10;53.55
1978-07-11;53.9
1978-07-12;54.09
1978-07-13;54.12
1978-07-14;54.82
1978-07-17;54.92
1978-07-18;54.45
1978-07-19;55.1
1978-07-20;55.07
1978-07-21;54.91
1978-07-24;54.88
1978-07-25;55.27
1978-07-26;55.61
1978-07-27;55.9
1978-07-28;56.18
1978-07-31;56.59
1978-08-01;56.61
1978-08-02;57.82
1978-08-03;58.12
1978-08-04;58.34
1978-08-07;58.2
1978-08-08;58.47
1978-08-09;58.75
1978-08-10;58.34
1978-08-11;58.53
1978-08-14;58.56
1978-08-15;58.48
1978-08-16;58.93
1978-08-17;59.21
1978-08-18;59.06
1978-08-21;58.56
1978-08-22;58.76
1978-08-23;59.12
1978-08-24;59.26
1978-08-25;59.22
1978-08-28;58.7
1978-08-29;58.38
1978-08-30;58.48
1978-08-31;58.35
1978-09-01;58.54
1978-09-05;58.91
1978-09-06;59.44
1978-09-07;59.5
1978-09-08;60.24
1978-09-11;60.38
1978-09-12;60.38
1978-09-13;60.06
1978-09-14;59.37
1978-09-15;58.81
1978-09-18;58.24
1978-09-19;57.84
1978-09-20;57.32
1978-09-21;57.36
1978-09-22;57.37
1978-09-25;57.38
1978-09-26;57.81
1978-09-27;57.31
1978-09-28;57.47
1978-09-29;57.78
1978-10-02;57.98
1978-10-03;57.8
1978-10-04;58.03
1978-10-05;58.19
1978-10-06;58.34
1978-10-09;58.9
1978-10-10;58.84
1978-10-11;59.29
1978-10-12;59.06
1978-10-13;58.93
1978-10-16;57.8
1978-10-17;56.89
1978-10-18;56.4
1978-10-19;55.71
1978-10-20;54.76
1978-10-23;54.79
1978-10-24;54.46
1978-10-25;54.34
1978-10-26;53.48
1978-10-27;52.52
1978-10-30;52.65
1978-10-31;51.67
1978-11-01;53.79
1978-11-02;53.2
1978-11-03;53.49
1978-11-06;53.03
1978-11-07;52.22
1978-11-08;52.49
1978-11-09;52.52
1978-11-10;52.72
1978-11-13;51.83
1978-11-14;51.36
1978-11-15;51.52
1978-11-16;52.09
1978-11-17;52.54
1978-11-20;53.04
1978-11-21;52.96
1978-11-22;53.24
1978-11-24;53.44
1978-11-27;53.56
1978-11-28;53.13
1978-11-29;52.38
1978-11-30;52.89
1978-12-01;53.77
1978-12-04;53.73
1978-12-05;54.44
1978-12-06;54.51
1978-12-07;54.3
1978-12-08;54.06
1978-12-11;54.31
1978-12-12;54.03
1978-12-13;53.72
1978-12-14;53.7
1978-12-15;53.31
1978-12-18;52.2
1978-12-19;52.58
1978-12-20;52.83
1978-12-21;52.89
1978-12-22;53.77
1978-12-26;54.36
1978-12-27;53.9
1978-12-28;53.68
1978-12-29;53.62
1979-01-02;53.93
1979-01-03;54.57
1979-01-04;55.05
1979-01-05;55.41
1979-01-08;55.24
1979-01-09;55.53
1979-01-10;55.23
1979-01-11;55.42
1979-01-12;55.91
1979-01-15;56.31
1979-01-16;55.66
1979-01-17;55.64
1979-01-18;55.81
1979-01-19;55.85
1979-01-22;55.92
1979-01-23;56.27
1979-01-24;56.07
1979-01-25;56.62
1979-01-26;56.99
1979-01-29;56.85
1979-01-30;56.6
1979-01-31;55.99
1979-02-01;56
1979-02-02;55.79
1979-02-05;55.01
1979-02-06;54.99
1979-02-07;54.47
1979-02-08;54.74
1979-02-09;54.87
1979-02-12;55.04
1979-02-13;55.46
1979-02-14;55.42
1979-02-15;55.38
1979-02-16;55.37
1979-02-20;55.74
1979-02-21;55.58
1979-02-22;55.2
1979-02-23;54.88
1979-02-26;54.78
1979-02-27;53.88
1979-02-28;53.93
1979-03-01;54.3
1979-03-02;54.37
1979-03-05;54.96
1979-03-06;54.88
1979-03-07;55.22
1979-03-08;55.81
1979-03-09;55.81
1979-03-12;55.87
1979-03-13;55.99
1979-03-14;55.95
1979-03-15;56.08
1979-03-16;56.55
1979-03-19;56.74
1979-03-20;56.45
1979-03-21;56.83
1979-03-22;57.09
1979-03-23;57.08
1979-03-26;56.76
1979-03-27;57.53
1979-03-28;57.35
1979-03-29;57.34
1979-03-30;57.13
1979-04-02;56.73
1979-04-03;57.55
1979-04-04;57.71
1979-04-05;58.06
1979-04-06;58.04
1979-04-09;57.88
1979-04-10;58.18
1979-04-11;57.65
1979-04-12;57.53
1979-04-16;57.05
1979-04-17;57.05
1979-04-18;57.33
1979-04-19;57.09
1979-04-20;57.09
1979-04-23;57.29
1979-04-24;57.62
1979-04-25;57.8
1979-04-26;57.52
1979-04-27;57.4
1979-04-30;57.36
1979-05-01;57.34
1979-05-02;57.36
1979-05-03;57.38
1979-05-04;56.76
1979-05-07;55.75
1979-05-08;55.79
1979-05-09;55.96
1979-05-10;55.45
1979-05-11;55.48
1979-05-14;55.22
1979-05-15;55.26
1979-05-16;55.38
1979-05-17;56.23
1979-05-18;56.26
1979-05-21;56.41
1979-05-22;56.65
1979-05-23;56.38
1979-05-24;56.43
1979-05-25;56.61
1979-05-29;56.53
1979-05-30;56.01
1979-05-31;55.99
1979-06-01;56.03
1979-06-04;56.13
1979-06-05;56.81
1979-06-06;57.23
1979-06-07;57.53
1979-06-08;57.42
1979-06-11;57.62
1979-06-12;58.18
1979-06-13;57.95
1979-06-14;57.87
1979-06-15;57.85
1979-06-18;57.56
1979-06-19;57.58
1979-06-20;57.65
1979-06-21;57.91
1979-06-22;58.21
1979-06-25;57.9
1979-06-26;57.67
1979-06-27;58.01
1979-06-28;58.33
1979-06-29;58.38
1979-07-02;57.86
1979-07-03;57.94
1979-07-05;58.16
1979-07-06;58.82
1979-07-09;59.32
1979-07-10;59.16
1979-07-11;58.86
1979-07-12;58.38
1979-07-13;58.17
1979-07-16;58.43
1979-07-17;57.88
1979-07-18;57.76
1979-07-19;57.76
1979-07-20;57.89
1979-07-23;57.77
1979-07-24;57.98
1979-07-25;58.62
1979-07-26;58.66
1979-07-27;58.73
1979-07-30;58.79
1979-07-31;59.14
1979-08-01;59.36
1979-08-02;59.35
1979-08-03;59.33
1979-08-06;59.45
1979-08-07;60.18
1979-08-08;60.36
1979-08-09;60.14
1979-08-10;60.64
1979-08-13;61.18
1979-08-14;61.26
1979-08-15;61.68
1979-08-16;61.56
1979-08-17;61.7
1979-08-20;62.02
1979-08-21;62.07
1979-08-22;62.13
1979-08-23;61.96
1979-08-24;61.94
1979-08-27;62.22
1979-08-28;62.16
1979-08-29;62.18
1979-08-30;62.2
1979-08-31;62.4
1979-09-04;61.35
1979-09-05;60.66
1979-09-06;60.94
1979-09-07;61.39
1979-09-10;61.69
1979-09-11;61.29
1979-09-12;61.48
1979-09-13;61.53
1979-09-14;62.08
1979-09-17;62.08
1979-09-18;61.62
1979-09-19;61.76
1979-09-20;62.85
1979-09-21;62.88
1979-09-24;62.37
1979-09-25;62.4
1979-09-26;62.57
1979-09-27;62.68
1979-09-28;62.24
1979-10-01;61.84
1979-10-02;62.36
1979-10-03;62.44
1979-10-04;62.77
1979-10-05;63.39
1979-10-08;62.58
1979-10-09;60.53
1979-10-10;59.53
1979-10-11;59.51
1979-10-12;59.29
1979-10-15;58.6
1979-10-16;58.5
1979-10-17;58.65
1979-10-18;58.8
1979-10-19;57.62
1979-10-22;56.9
1979-10-23;56.7
1979-10-24;56.83
1979-10-25;56.61
1979-10-26;56.96
1979-10-29;57.05
1979-10-30;58.11
1979-10-31;57.71
1979-11-01;58.17
1979-11-02;58.19
1979-11-05;57.81
1979-11-06;57.48
1979-11-07;56.75
1979-11-08;57.02
1979-11-09;57.74
1979-11-12;58.82
1979-11-13;58.59
1979-11-14;58.85
1979-11-15;59.27
1979-11-16;59.11
1979-11-19;59.36
1979-11-20;59.09
1979-11-21;59.18
1979-11-23;59.66
1979-11-26;60.91
1979-11-27;60.77
1979-11-28;61
1979-11-29;61.03
1979-11-30;60.71
1979-12-03;60.54
1979-12-04;61.06
1979-12-05;61.35
1979-12-06;61.8
1979-12-07;61.56
1979-12-10;61.66
1979-12-11;61.55
1979-12-12;61.58
1979-12-13;61.68
1979-12-14;62.35
1979-12-17;62.61
1979-12-18;62.06
1979-12-19;62
1979-12-20;62.08
1979-12-21;61.73
1979-12-24;61.74
1979-12-26;61.82
1979-12-27;61.91
1979-12-28;61.88
1979-12-31;61.95
1980-01-02;60.69
1980-01-03;60.34
1980-01-04;61.17
1980-01-07;61.4
1980-01-08;62.59
1980-01-09;62.72
1980-01-10;63.25
1980-01-11;63.33
1980-01-14;63.58
1980-01-15;63.95
1980-01-16;63.95
1980-01-17;63.8
1980-01-18;63.94
1980-01-21;64.51
1980-01-22;64.13
1980-01-23;65.13
1980-01-24;65.32
1980-01-25;65.27
1980-01-28;65.96
1980-01-29;65.49
1980-01-30;66.14
1980-01-31;65.61
1980-02-01;66.08
1980-02-04;65.69
1980-02-05;65.83
1980-02-06;66.39
1980-02-07;66.69
1980-02-08;67.57
1980-02-11;67.11
1980-02-12;67.51
1980-02-13;67.77
1980-02-14;66.82
1980-02-15;66.14
1980-02-19;65.62
1980-02-20;66.61
1980-02-21;66.03
1980-02-22;65.8
1980-02-25;64.79
1980-02-26;65.14
1980-02-27;64.3
1980-02-28;64.27
1980-02-29;64.95
1980-03-03;64.35
1980-03-04;64.36
1980-03-05;63.38
1980-03-06;61.94
1980-03-07;60.96
1980-03-10;60.59
1980-03-11;61.33
1980-03-12;60.86
1980-03-13;60.2
1980-03-14;60.07
1980-03-17;58.22
1980-03-18;59.09
1980-03-19;59.31
1980-03-20;58.66
1980-03-21;58.24
1980-03-24;56.47
1980-03-25;56.24
1980-03-26;55.98
1980-03-27;55.3
1980-03-28;56.82
1980-03-31;57.65
1980-04-01;57.83
1980-04-02;58.2
1980-04-03;57.95
1980-04-07;56.83
1980-04-08;57.38
1980-04-09;58.41
1980-04-10;59.05
1980-04-11;59
1980-04-14;58.42
1980-04-15;58.3
1980-04-16;57.71
1980-04-17;57.45
1980-04-18;57.21
1980-04-21;56.73
1980-04-22;58.74
1980-04-23;58.95
1980-04-24;59.38
1980-04-25;59.73
1980-04-28;60.01
1980-04-29;60.17
1980-04-30;60.36
1980-05-01;59.94
1980-05-02;60.05
1980-05-05;60.5
1980-05-06;60.49
1980-05-07;61.02
1980-05-08;60.52
1980-05-09;59.79
1980-05-12;59.78
1980-05-13;60.54
1980-05-14;60.9
1980-05-15;61.04
1980-05-16;61.23
1980-05-19;61.39
1980-05-20;61.35
1980-05-21;61.42
1980-05-22;62.19
1980-05-23;63.05
1980-05-27;63.5
1980-05-28;63.88
1980-05-29;62.97
1980-05-30;63.44
1980-06-02;63.22
1980-06-03;63.11
1980-06-04;64.24
1980-06-05;64.38
1980-06-06;64.67
1980-06-09;64.94
1980-06-10;65.43
1980-06-11;66.17
1980-06-12;65.92
1980-06-13;66.13
1980-06-16;66.26
1980-06-17;66.25
1980-06-18;66.36
1980-06-19;65.53
1980-06-20;65.2
1980-06-23;65.46
1980-06-24;65.84
1980-06-25;66.72
1980-06-26;66.44
1980-06-27;66.34
1980-06-30;65.34
1980-07-01;65.73
1980-07-02;66.16
1980-07-03;67.07
1980-07-07;67.58
1980-07-08;67.37
1980-07-09;67.46
1980-07-10;66.95
1980-07-11;67.44
1980-07-14;68.68
1980-07-15;68.35
1980-07-16;68.54
1980-07-17;69.53
1980-07-18;69.84
1980-07-21;70.1
1980-07-22;69.94
1980-07-23;69.76
1980-07-24;69.68
1980-07-25;69.1
1980-07-28;69.43
1980-07-29;69.99
1980-07-30;69.95
1980-07-31;69.64
1980-08-01;69.44
1980-08-04;69.2
1980-08-05;69.16
1980-08-06;69.63
1980-08-07;70.6
1980-08-08;70.81
1980-08-11;71.45
1980-08-12;70.92
1980-08-13;70.68
1980-08-14;71.81
1980-08-15;72.07
1980-08-18;70.75
1980-08-19;70.32
1980-08-20;71.01
1980-08-21;72.07
1980-08-22;72.47
1980-08-25;72.03
1980-08-26;71.86
1980-08-27;71.15
1980-08-28;70.35
1980-08-29;70.53
1980-09-02;71.28
1980-09-03;72.71
1980-09-04;72.41
1980-09-05;72.13
1980-09-08;71.27
1980-09-09;71.64
1980-09-10;72.12
1980-09-11;72.64
1980-09-12;72.65
1980-09-15;72.75
1980-09-16;73.41
1980-09-17;74.57
1980-09-18;74.36
1980-09-19;74.81
1980-09-22;75.43
1980-09-23;74.85
1980-09-24;75.34
1980-09-25;74.45
1980-09-26;72.99
1980-09-29;71.26
1980-09-30;72.38
1980-10-01;73.37
1980-10-02;73.96
1980-10-03;74.74
1980-10-06;76.04
1980-10-07;75.65
1980-10-08;76.02
1980-10-09;75.72
1980-10-10;75.34
1980-10-13;76.28
1980-10-14;76.32
1980-10-15;77.24
1980-10-16;76.37
1980-10-17;75.92
1980-10-20;76.44
1980-10-21;75.98
1980-10-22;76.06
1980-10-23;74.69
1980-10-24;74.9
1980-10-27;73.82
1980-10-28;73.84
1980-10-29;73.8
1980-10-30;72.85
1980-10-31;73.53
1980-11-03;74.36
1980-11-05;75.64
1980-11-06;74.29
1980-11-07;74.35
1980-11-10;74.61
1980-11-11;75.56
1980-11-12;77.44
1980-11-13;78.58
1980-11-14;78.96
1980-11-17;79.32
1980-11-18;80.48
1980-11-19;80.17
1980-11-20;80.9
1980-11-21;80.17
1980-11-24;79.67
1980-11-25;80.32
1980-11-26;80.78
1980-11-28;81.02
1980-12-01;79.16
1980-12-02;78.91
1980-12-03;78.81
1980-12-04;78.6
1980-12-05;77.16
1980-12-08;75.12
1980-12-09;75.04
1980-12-10;73.78
1980-12-11;73.11
1980-12-12;74.16
1980-12-15;74.31
1980-12-16;74.87
1980-12-17;76.13
1980-12-18;76.4
1980-12-19;76.86
1980-12-22;77.94
1980-12-23;77.64
1980-12-24;77.95
1980-12-26;78.28
1980-12-29;77.44
1980-12-30;77.58
1980-12-31;77.86
1981-01-02;78.26
1981-01-05;79.08
1981-01-06;79.14
1981-01-07;77.29
1981-01-08;76.2
1981-01-09;76.44
1981-01-12;76.52
1981-01-13;76.35
1981-01-14;76.55
1981-01-15;76.99
1981-01-16;77.33
1981-01-19;77.1
1981-01-20;75.61
1981-01-21;75.39
1981-01-22;74.76
1981-01-23;74.72
1981-01-26;74.45
1981-01-27;75.19
1981-01-28;74.78
1981-01-29;74.69
1981-01-30;74.27
1981-02-02;72.67
1981-02-03;73.48
1981-02-04;73.64
1981-02-05;74.31
1981-02-06;74.83
1981-02-09;74.05
1981-02-10;73.98
1981-02-11;73.47
1981-02-12;73.05
1981-02-13;72.8
1981-02-17;73.22
1981-02-18;73.59
1981-02-19;72.53
1981-02-20;72.45
